A,B,C
0.6035469023007961,0.5267666918928433,-0.1390793806049382
-0.22937718707822868,-0.20984612701537203,0.845618431428822
0.6738050655921144,0.5037235455027109,-0.24639484541470938
0.6240350172864378,0.5539716278268902,-0.3242373141323823
0.6491563989277644,0.5046774696639661,-0.1862889824465694
0.5906687185847458,0.5538169778452758,-0.18794176851228134
0.691107453566037,0.512866440450583,-0.34541777054462125
0.6587912659902303,0.5407584769799275,-0.41064321732503395
0.07199390799304814,0.8338477120589388,-0.9369798836789641
0.9470367218530673,-0.4342710693870625,-0.47425044767255525
0.883211801471772,-0.4689620216458423,-0.4070259224700734
0.5841733868420866,-0.3319241901618186,-0.3535794820450995
0.6194230468004012,-0.3852727503572462,-0.33980676152096023
0.7334073454620658,-0.4624003156560982,-0.34791304240329524
0.7789334570867504,-0.25750793517893306,-0.5602021774133236
0.6060313554443861,-0.20877554232639983,-0.4648999580227578
-0.19424480602600422,-0.5119230088015245,0.5219942177514093
-0.168708299049566,-0.4617197959110823,0.48331556685046845
1.2768169072348599,-0.9271988910566267,-1.080347601337545
-0.21954195605344026,-0.5205436235406946,0.5535986105153379
-0.21310121449213248,-0.18679909194098235,0.4523361096039934
-0.1110679663016989,-0.23767983328085796,0.3628648336252054
-0.12109096355465195,-0.31336230368381024,0.3958681044620608
-0.1455578629118649,-0.4020249030078497,0.44464824048441715
-1.1622810939799315,0.6285344562933177,-0.1624183529699271
0.7581507950786522,-0.9387862727545075,-1.1295920432903699
-0.51841839981538,-0.5036697251598838,0.7799483476469592
-0.9703948068535506,-0.09574884048300153,0.6243709932930633
-1.0833484908826696,-0.1555224044600536,0.6575277413790787
-1.1655127127375122,-0.2645231215789822,0.7072606284025316
-0.9633961656366739,-0.38799811976245036,0.7510856843825887
-0.08736532948340515,-0.30062716187092897,0.4407475342431436
-0.5657945786849835,-0.4915495937187619,0.6882807079277641
-0.7056543233611472,0.8720354888536461,-0.5526370900930754
-0.9187620935687969,0.9485734697931898,-0.5419261661861602
-0.7093091659972266,0.9104847048822629,-0.589683815913627
-0.7815268768422184,0.8480500843550302,-0.4820020918044039
-0.7037613638308806,0.8859261681500423,-0.568051570162113
-0.7051591124303168,0.8976340990598974,-0.5791376937907613
-0.903610018837226,0.9583197090600497,-0.5578121045234914
1.2685344969180716,0.2083067833309662,-0.6710696719954029
0.9579631566127803,-0.8925940881106226,-0.6209940687845052
0.8575154232499476,0.8291462927919434,-2.3965500132614155
-0.5675132695593975,-0.6734206642635467,0.9415104206758689
-0.6549820373329159,0.9054096727970149,-1.3550548905316995
