A,B
-0.2805901102759649,-0.19878765932793435
-1.926945333985491,1.1995940076873397
-1.4053296569397007,1.329519774952473
0.5289540423480826,-0.5103871616481244
1.0734633226833363,-1.113055612567462
-1.0577994742076575,0.6374158803190672
-1.253547490670687,1.1372571475218691
0.6997012952014496,0.17444012169256642
1.4823962923235319,-0.5309035822846394
0.37519570922921036,0.8847432535129578
-1.7238163021531112,0.8004426163727988
-0.1096970587934474,-0.12799632375699177
1.1878463703931337,-0.8281644279390389
-0.8449566489395142,0.6671114181495401
-0.9250078207739965,1.3252499773929225
0.7155447462358384,-0.21229407003895184
-0.7827872122860258,0.3940033715392141
0.8460000812390229,-1.1330760904196586
-1.1956326060674074,1.0738301126090037
0.8268554016412788,-0.9030739516173314
0.8650697694888814,-1.2139199035670476
-0.5266122619911913,0.8565416469583045
-0.021971343223642113,0.6160672137277792
0.8327652348167032,-1.3375654419986343
1.0132861454436306,-0.4112532098837226
-0.028480141628315542,0.9149228494884881
-1.275304637095842,0.9829245068976388
0.2568165560458223,0.03782908423959481
-1.0308637407117813,0.8680652501514473
0.7236560421560568,-0.3132775286376193
0.7196422348621497,-0.15324957615538873
-0.9904559564013466,0.8830309018398993
0.777920167707553,-0.5714597531613423
-1.0605265200902068,1.3390050019090323
0.935414228615727,-0.46672653027243227
-0.8185613037402035,1.1534205781240026
-0.8617093298356052,0.8578406059089417
1.0186372447996161,-0.922071065667171
1.3647660870651637,-1.1842102326520474
-0.08880891082018451,0.8132860569369036
-0.8897586687550174,0.7473073578539433
0.9668648918461012,-1.1560401043311135
-0.8782965791745582,1.1696839039372262
0.9020894253907716,0.01228289154372456
-0.955318808627278,0.7174894403597233
1.1480707019936311,-0.8451173840358971
0.6881700075961172,-0.6277261323159088
-0.44044334105538724,1.016470346642378
-0.7095283898325564,1.0079394240978723
0.9530050102409764,-0.7852512440109565
1.7942978603792694,-1.5547562608835093
0.08608282094615169,0.5465272985504279
0.7852725383131188,-0.5866598855703599
-0.2178548590749111,0.7884808875593124
-1.214981983078264,1.0655474826631244
0.7844498864453273,-0.7315130809544287
1.0502916398892674,-1.0029932531923929
-0.13054014758772314,0.890722190680902
-1.3307013572963047,0.6117440958947847
